(2045, ((('cue', (0.15629028943752063, 1.5133860269969597)), ('red', (0.7100226073337639, 1.4155459688536118)), ('blue', (0.48014680012785127, 0.7034229265211279)), ('yellow', (0.322401522946168, 1.2592854146315007))), 'pot yellow ball into middle_left pocket with a bank shot')), Success Rate: 4 / 10 = 0.4
(4109, ((('cue', (0.3450220359862394, 0.35678914054841393)), ('yellow', (0.10389938845387595, 1.7743424713751461)), ('red', (0.2848705100219685, 1.8881843760394166)), ('blue', (0.054785928586917686, 1.2871772432871853))), 'pot red ball into middle_left pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(10001, ((('cue', (0.5790119658506928, 1.4265153496923015)), ('blue', (0.8420188492180957, 0.967425135632339)), ('red', (0.7302325651651778, 0.3457427577164085)), ('yellow', (0.7090297976318904, 1.699866212189399))), 'pot yellow ball into top_left pocket indirectly')), Success Rate: 6 / 10 = 0.6
(7005, ((('cue', (0.3686688929233387, 0.9946346226775571)), ('red', (0.0971199056364507, 1.1690070661591452)), ('blue', (0.06667767476829618, 0.08917442501743679)), ('yellow', (0.8606629703955206, 0.8896184617243369))), 'pot blue ball into bottom_right pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(4315, ((('cue', (0.7999238246246896, 1.3882802098542042)), ('blue', (0.6934380330975043, 0.9657490705479527)), ('red', (0.1440779675214988, 0.8865956952906022)), ('yellow', (0.6943951268491756, 0.3969603892958353))), 'pot red ball into bottom_left pocket indirectly')), Success Rate: 2 / 10 = 0.2
(9087, ((('cue', (0.6245694989369108, 1.598602985868586)), ('red', (0.28267172831793186, 0.8850572312825014)), ('blue', (0.45084882185538844, 0.42757226166252493)), ('yellow', (0.054486890406702994, 1.1263612470034303))), 'pot blue ball into bottom_left pocket indirectly')), Success Rate: 1 / 10 = 0.1
(74, ((('cue', (0.5975507737629449, 1.8116744208039726)), ('blue', (0.5573574965625118, 1.6625748324173721)), ('red', (0.23576435789616507, 0.494385136298357)), ('yellow', (0.340100674633124, 1.8154833163972675))), 'pot red ball into middle_right pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(6465, ((('cue', (0.36625005071581196, 0.977079278653393)), ('red', (0.9423482903976427, 1.2999594170361681)), ('blue', (0.49997611224091065, 0.16153647531450782)), ('yellow', (0.26326908294829887, 1.1282889745135125))), 'pot yellow ball into bottom_left pocket with a bank shot')), Success Rate: 1 / 10 = 0.1
(11300, ((('cue', (0.6866811841357529, 0.6437404411329521)), ('blue', (0.8889464278609219, 1.5028455412837338)), ('yellow', (0.8402775743641756, 0.1770727106473886)), ('red', (0.3782865363946627, 0.6138524485530625))), 'pot yellow ball into bottom_right pocket directly')), Success Rate: 8 / 10 = 0.8
(7109, ((('cue', (0.9165551193053504, 1.4929591878721975)), ('red', (0.14851250222944296, 1.6407276919654425)), ('yellow', (0.7767385821960661, 0.8186993892760216)), ('blue', (0.5000143494852759, 1.0562643535242497))), 'pot blue ball into bottom_left pocket indirectly')), Success Rate: 4 / 10 = 0.4
(6044, ((('cue', (0.7364882962999422, 1.9258990947863956)), ('yellow', (0.8041473674189159, 1.8136359134190028)), ('red', (0.47963868340761817, 0.14363052813112204)), ('blue', (0.3841494238994022, 1.6148105207954002))), 'pot red ball into bottom_right pocket indirectly')), Success Rate: 0 / 10 = 0.0
(8412, ((('cue', (0.7137531360699757, 1.0273580905036608)), ('blue', (0.4623380996182399, 0.9475456357990047)), ('yellow', (0.5832502209724978, 0.6260511954657048)), ('red', (0.3040441774372271, 0.1243429941080449))), 'pot yellow ball into top_left pocket indirectly')), Success Rate: 3 / 10 = 0.3
(7885, ((('cue', (0.6127910205122147, 1.747896117634863)), ('yellow', (0.6014648114668384, 1.435173738163383)), ('red', (0.8826075201452673, 0.5263138911303535)), ('blue', (0.4851813448000787, 0.40841608764843984))), 'pot blue ball into bottom_right pocket indirectly')), Success Rate: 0 / 10 = 0.0
(12388, ((('cue', (0.2429317238929329, 1.8200984275434136)), ('yellow', (0.575426359648192, 1.8285065197712025)), ('red', (0.6126503080539932, 1.7618594507391543)), ('blue', (0.6502464940435021, 0.9038162262617988))), 'pot blue ball into bottom_left pocket with a bank shot')), Success Rate: 2 / 10 = 0.2
(3012, ((('cue', (0.20673220190129937, 1.0245458354207264)), ('yellow', (0.5093319951330088, 1.534114425550219)), ('blue', (0.32394060181587736, 1.0989611781022883)), ('red', (0.6112860676831963, 1.832666254905335))), 'pot blue ball into bottom_left pocket indirectly')), Success Rate: 1 / 10 = 0.1
(2012, ((('cue', (0.7543376155670445, 1.0684457906998943)), ('yellow', (0.789178065354844, 1.1496678277291763)), ('blue', (0.6840622643173788, 0.8167760476758161)), ('red', (0.6621470983816251, 0.27725585397027436))), 'pot blue ball into bottom_right pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(1535, ((('cue', (0.7044769330159897, 1.1998798600644853)), ('blue', (0.6581686141558688, 0.48653170092131137)), ('yellow', (0.4433164502482544, 1.5024331165125187)), ('red', (0.22682742839689984, 0.22380968104652366))), 'pot blue ball into middle_right pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(3867, ((('cue', (0.12606429577017556, 0.6534014458753737)), ('red', (0.36430726894112586, 0.28508885274661644)), ('yellow', (0.7918897842920434, 1.7695888662761572)), ('blue', (0.7531951125405421, 1.1411100601324093))), 'pot red ball into top_right pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(11504, ((('cue', (0.8319018250866305, 0.8510789081170786)), ('yellow', (0.5574450142716859, 1.0901573588372495)), ('blue', (0.3125584334271332, 1.788787144733733)), ('red', (0.8079216887807669, 1.2209470676378396))), 'pot red ball into top_left pocket with a bank shot')), Success Rate: 5 / 10 = 0.5
(10245, ((('cue', (0.7903355040536796, 0.4167786859353365)), ('red', (0.26520042846110337, 1.924576096034268)), ('blue', (0.4995878533560314, 1.103970976653667)), ('yellow', (0.04528603845786087, 0.49845924876902203))), 'pot red ball into top_right pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(5556, ((('cue', (0.8536697957531139, 0.6364417335148898)), ('yellow', (0.9236913091103949, 0.9712591806117282)), ('blue', (0.19156399862929682, 1.9205579127981893)), ('red', (0.6136797278819197, 1.8449715609984605))), 'pot yellow ball into middle_left pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(1525, ((('cue', (0.09906932836171886, 0.21517810960860756)), ('blue', (0.5258896713477967, 0.6726920477738099)), ('yellow', (0.5581589861658525, 1.6444278390923985)), ('red', (0.7920012988569161, 0.5574656823496638))), 'pot blue ball into top_right pocket with a bank shot')), Success Rate: 2 / 10 = 0.2
(2066, ((('cue', (0.6994537065932442, 1.1208357167630416)), ('yellow', (0.19475031703850698, 0.6929029123857132)), ('red', (0.24502823352025405, 1.5620414467640515)), ('blue', (0.14409970186015497, 0.11235280359970069))), 'pot red ball into bottom_left pocket indirectly')), Success Rate: 1 / 10 = 0.1
(1340, ((('cue', (0.13804101619221967, 0.9001231817008437)), ('blue', (0.300288533358255, 0.9883618783465912)), ('yellow', (0.6704007793856149, 0.20575625668411854)), ('red', (0.5158182369025031, 1.8240265106483875))), 'pot blue ball into top_right pocket indirectly')), Success Rate: 4 / 10 = 0.4
(3501, ((('cue', (0.8092752905489725, 0.9799389975978)), ('blue', (0.9313323693893303, 0.630048545967688)), ('yellow', (0.3844217748925831, 0.26751568357527056)), ('red', (0.5969563909694166, 0.2637410736066663))), 'pot red ball into bottom_left pocket indirectly')), Success Rate: 2 / 10 = 0.2
(1588, ((('cue', (0.2268017782855187, 0.35644819603743894)), ('blue', (0.10605842219238625, 1.543033269498719)), ('yellow', (0.708107627267403, 1.522616503770677)), ('red', (0.8492275583637326, 0.05699905210616542))), 'pot yellow ball into middle_right pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(11924, ((('cue', (0.6077789907673105, 0.9517112431515503)), ('yellow', (0.6116480102897786, 1.8798635586194206)), ('red', (0.25302250840218626, 1.4600054440954247)), ('blue', (0.6248405983653808, 0.3486813056000959))), 'pot yellow ball into top_left pocket with a bank shot')), Success Rate: 2 / 10 = 0.2
(12777, ((('cue', (0.743896738401857, 1.306471518665394)), ('red', (0.16770231871032404, 0.6146993660764645)), ('blue', (0.8085404602627143, 1.701546594372604)), ('yellow', (0.2662425218601419, 1.7374556599702962))), 'pot red ball into bottom_left pocket with a bank shot')), Success Rate: 2 / 10 = 0.2
(9099, ((('cue', (0.7228838258269592, 0.3533426980447606)), ('red', (0.4359603107660215, 1.7714165869882574)), ('blue', (0.5572887757965367, 1.1577818289172894)), ('yellow', (0.9129373339822566, 1.053907982385011))), 'pot red ball into middle_right pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(1046, ((('cue', (0.8932643708397597, 0.5904389931318064)), ('yellow', (0.05408542963211678, 1.0886823420555263)), ('blue', (0.4507707081705755, 1.3664014905445898)), ('red', (0.7700059649168726, 0.4219982896792611))), 'pot red ball into top_right pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(6249, ((('cue', (0.23592057460804564, 1.199364952602072)), ('yellow', (0.6342637891002357, 0.9379310955043159)), ('red', (0.6146343434495648, 0.1909951125825059)), ('blue', (0.4268884965204519, 0.7330691251485938))), 'pot red ball into middle_right pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(1659, ((('cue', (0.412795063199317, 0.6965366607995046)), ('blue', (0.08589903240262374, 0.3869561407304237)), ('yellow', (0.05172290941380892, 1.897567446076492)), ('red', (0.5546292719421302, 0.17545122896111953))), 'pot red ball into bottom_right pocket indirectly')), Success Rate: 5 / 10 = 0.5
(11867, ((('cue', (0.9194003764935306, 1.036683106201163)), ('blue', (0.851065404903101, 1.4317530372503027)), ('red', (0.5761347374598813, 0.19949793921425363)), ('yellow', (0.34423495346976374, 1.5933622282136781))), 'pot red ball into top_right pocket indirectly')), Success Rate: 0 / 10 = 0.0
(2076, ((('cue', (0.617235015397705, 0.4707131323003869)), ('red', (0.3329953121636515, 0.6608322586976243)), ('blue', (0.20993949477707702, 0.9595703326954341)), ('yellow', (0.5192300153465464, 1.8081854034866462))), 'pot red ball into top_left pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(732, ((('cue', (0.5085073994473758, 0.08377028320789276)), ('yellow', (0.8595372737129926, 0.9052267490570953)), ('blue', (0.7559627815563464, 1.7536501760859204)), ('red', (0.6652046246535547, 1.4597626147583904))), 'pot red ball into bottom_left pocket indirectly')), Success Rate: 0 / 10 = 0.0
(11613, ((('cue', (0.2748920646290204, 0.09496813767691589)), ('yellow', (0.6483974537174706, 1.7281840514806723)), ('blue', (0.4025024858492726, 1.7660194816684212)), ('red', (0.45739233346427577, 1.8315417579818034))), 'pot blue ball into top_right pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(5022, ((('cue', (0.7096184905907708, 0.325537676742225)), ('red', (0.16700269986435998, 0.4721851337454872)), ('yellow', (0.6951048042276553, 1.2241930557252942)), ('blue', (0.1343429044796636, 1.5547814457756688))), 'pot red ball into top_left pocket indirectly')), Success Rate: 1 / 10 = 0.1
(4641, ((('cue', (0.20208707456925687, 1.0730167297333)), ('yellow', (0.7606348950282367, 1.0313171462295632)), ('blue', (0.07484098588652782, 0.7357247055753555)), ('red', (0.6528114349056742, 1.2521496374973529))), 'pot blue ball into top_left pocket indirectly')), Success Rate: 0 / 10 = 0.0
(1738, ((('cue', (0.174568963180585, 0.9483814513780038)), ('red', (0.26212312550666494, 0.9486095635391081)), ('blue', (0.9181073127861114, 1.2272563151358484)), ('yellow', (0.575079547278401, 0.4950364194964233))), 'pot blue ball into bottom_right pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(7010, ((('cue', (0.25631114724083326, 0.2904639110454359)), ('blue', (0.5158666419756476, 0.6496276571417869)), ('red', (0.6039904015759606, 1.7772287013305355)), ('yellow', (0.44282819933189377, 1.3921032645444447))), 'pot blue ball into middle_left pocket indirectly')), Success Rate: 6 / 10 = 0.6
(12569, ((('cue', (0.8794999958594639, 1.872415346355305)), ('blue', (0.2945136740880384, 0.9193753494510087)), ('yellow', (0.9387531570420646, 0.6369955899186664)), ('red', (0.1226617420693451, 1.5036916993850176))), 'pot blue ball into top_left pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(9048, ((('cue', (0.4895427930257913, 0.5195436862773768)), ('red', (0.4795251545501603, 0.17977799042136508)), ('yellow', (0.33920095604328804, 0.9485741801730477)), ('blue', (0.3215164405913, 1.3420737136588052))), 'pot yellow ball into bottom_left pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(12636, ((('cue', (0.4455932304024651, 0.6244874498548495)), ('yellow', (0.210439514120544, 1.721631490526784)), ('blue', (0.4356727044023586, 0.8317050820584807)), ('red', (0.5621204758406656, 1.3163243584709778))), 'pot yellow ball into middle_left pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(1438, ((('cue', (0.5445280570300928, 1.5579857385519345)), ('red', (0.5639645260462924, 0.05453131935582424)), ('blue', (0.4359610668226327, 0.7791547621719921)), ('yellow', (0.9257095822747737, 1.0410471910254862))), 'pot red ball into bottom_right pocket with a bank shot')), Success Rate: 1 / 10 = 0.1
(9965, ((('cue', (0.5083674534729659, 0.6306171807838022)), ('yellow', (0.5306355403437724, 0.8041102432020473)), ('blue', (0.807224727331608, 0.5401208603608748)), ('red', (0.315215842157743, 0.6638348217486844))), 'pot red ball into middle_right pocket indirectly')), Success Rate: 8 / 10 = 0.8
(3386, ((('cue', (0.08868890713494945, 1.92647223142376)), ('red', (0.9323219373494104, 1.0116409057517117)), ('blue', (0.5411953219791924, 0.2780916773384613)), ('yellow', (0.6112025796483015, 0.2845931065815682))), 'pot yellow ball into middle_right pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(3488, ((('cue', (0.8822981791009177, 0.8540603271317367)), ('yellow', (0.7823420604569237, 1.6859605086431169)), ('blue', (0.46067237159502816, 0.4145747230571002)), ('red', (0.5690458483109674, 1.5413658496256482))), 'pot red ball into top_left pocket with a bank shot')), Success Rate: 2 / 10 = 0.2
(10806, ((('cue', (0.5158252718065447, 0.24563986624221712)), ('blue', (0.7008354913362254, 1.311871275480979)), ('yellow', (0.17755258213219186, 0.9360110603393065)), ('red', (0.7717618164824914, 0.3666820203252804))), 'pot red ball into bottom_right pocket indirectly')), Success Rate: 0 / 10 = 0.0
(7181, ((('cue', (0.9009587065353724, 0.152181862369289)), ('blue', (0.7697107617308094, 0.1492523632597118)), ('red', (0.2109511818499752, 0.04399177201028737)), ('yellow', (0.19745247621095063, 1.1511149242417928))), 'pot blue ball into middle_right pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(7340, ((('cue', (0.6947588712836482, 1.1718357922968972)), ('yellow', (0.6354942473177653, 0.35855218519172294)), ('red', (0.41240877409380794, 1.6196811609768704)), ('blue', (0.2068487278642987, 0.697410656291838))), 'pot yellow ball into top_right pocket indirectly')), Success Rate: 0 / 10 = 0.0
(2075, ((('cue', (0.1215384803461772, 0.0703379531582457)), ('yellow', (0.8280620793430379, 0.20506166018810915)), ('red', (0.8653735225434687, 0.6291480763480881)), ('blue', (0.45686495333938393, 0.728135423463928))), 'pot red ball into top_left pocket indirectly')), Success Rate: 6 / 10 = 0.6
(1319, ((('cue', (0.6866363378454072, 1.6548499888665429)), ('red', (0.6224496978507434, 1.471751571151869)), ('blue', (0.14500856452123892, 1.3397332336001229)), ('yellow', (0.12272561932262414, 0.7285049985142581))), 'pot red ball into middle_right pocket directly')), Success Rate: 2 / 10 = 0.2
(11550, ((('cue', (0.34867410128553056, 0.5892323709938571)), ('blue', (0.537183107495382, 0.6624492674356883)), ('red', (0.9353239414552045, 1.7203105663348484)), ('yellow', (0.5219915444484942, 0.514591255213112))), 'pot yellow ball into top_right pocket indirectly')), Success Rate: 0 / 10 = 0.0
(10918, ((('cue', (0.5400243008016838, 1.4124425957748536)), ('yellow', (0.21400525397891643, 0.7089362752202312)), ('blue', (0.06297201759410273, 1.1513978142918186)), ('red', (0.27789689053926686, 1.4349480671815955))), 'pot yellow ball into top_left pocket indirectly')), Success Rate: 0 / 10 = 0.0
(10217, ((('cue', (0.39617539151643333, 1.2615130822289244)), ('blue', (0.6297074868188756, 1.1825409033911505)), ('yellow', (0.44505484964529685, 1.4095973947285005)), ('red', (0.35592877005738166, 1.0614717000908738))), 'pot red ball into middle_right pocket with a bank shot')), Success Rate: 10 / 10 = 1.0
(3831, ((('cue', (0.4937979440469631, 0.7591426583568097)), ('blue', (0.2852906420561686, 1.721494527043529)), ('yellow', (0.6191370537733121, 0.7665295696650377)), ('red', (0.2979067455261919, 0.8020611981673945))), 'pot red ball into middle_left pocket with a bank shot')), Success Rate: 3 / 10 = 0.3
(6519, ((('cue', (0.5509642730946213, 1.7695019912402281)), ('red', (0.9226276669338278, 0.9368136622721792)), ('yellow', (0.5925257463823979, 0.9318970655034152)), ('blue', (0.2886057055864226, 1.2049319416984252))), 'pot blue ball into middle_left pocket with a bank shot')), Success Rate: 9 / 10 = 0.9
(12005, ((('cue', (0.19499888478434882, 0.556955164815985)), ('yellow', (0.4751031282328658, 0.9985124965356471)), ('blue', (0.1654985910658033, 0.19460460974369365)), ('red', (0.8121431870561336, 1.122510747139477))), 'pot red ball into bottom_right pocket indirectly')), Success Rate: 0 / 10 = 0.0
(5345, ((('cue', (0.322102405461584, 0.659216954673013)), ('blue', (0.8666105668125772, 0.26773167978699686)), ('red', (0.3506687308730789, 0.276562004499901)), ('yellow', (0.8938171917184946, 0.9814865709190935))), 'pot red ball into bottom_right pocket with a bank shot')), Success Rate: 7 / 10 = 0.7
(2907, ((('cue', (0.05160658205550308, 0.5609949984279613)), ('red', (0.7920664508674435, 0.4782900662399924)), ('blue', (0.26462079841000496, 0.09508669006550455)), ('yellow', (0.6918859165084448, 0.1680724965623485))), 'pot red ball into middle_left pocket indirectly')), Success Rate: 8 / 10 = 0.8
(7888, ((('cue', (0.7196726472340059, 1.7825417771751753)), ('red', (0.742433731719865, 1.5800768121684554)), ('blue', (0.32731807092255183, 1.6200294091111347)), ('yellow', (0.41698935350870203, 1.0039852772429203))), 'pot blue ball into middle_right pocket indirectly')), Success Rate: 6 / 10 = 0.6
(4629, ((('cue', (0.22871610588196015, 1.334415529673898)), ('blue', (0.459632959288684, 0.36467849208780867)), ('yellow', (0.8783455902484157, 1.1795087717280974)), ('red', (0.6750111540963641, 1.0075530728628366))), 'pot blue ball into top_left pocket with a bank shot')), Success Rate: 2 / 10 = 0.2
(9515, ((('cue', (0.28823699532404534, 0.8737692690824707)), ('red', (0.3070675173822971, 0.6736389599922266)), ('yellow', (0.47796573839867595, 1.6648775014367019)), ('blue', (0.3451508917116469, 1.4175481777517467))), 'pot blue ball into top_right pocket indirectly')), Success Rate: 2 / 10 = 0.2
(1774, ((('cue', (0.5962942927674091, 0.5947124045103315)), ('yellow', (0.38609916252794885, 1.0799349833137668)), ('blue', (0.6945144405826921, 1.3161614374249424)), ('red', (0.612921931219737, 1.9026189448612758))), 'pot yellow ball into bottom_right pocket indirectly')), Success Rate: 0 / 10 = 0.0
(5537, ((('cue', (0.413198196607126, 0.30012671230786614)), ('blue', (0.18458569999827903, 1.7392929787408897)), ('red', (0.536007318717688, 1.2619643235916598)), ('yellow', (0.4864942842616756, 1.3147263246825127))), 'pot red ball into top_right pocket indirectly')), Success Rate: 4 / 10 = 0.4
(9428, ((('cue', (0.4694623387896323, 1.9242016162429134)), ('red', (0.5506588250437956, 0.2869099157145552)), ('blue', (0.5241257874647246, 0.15419700173917514)), ('yellow', (0.21433240907431747, 1.2269662375657695))), 'pot blue ball into top_left pocket indirectly')), Success Rate: 0 / 10 = 0.0
(8801, ((('cue', (0.08176343550344092, 1.3948045630701922)), ('yellow', (0.5340660132345373, 0.5366504172160433)), ('red', (0.11249937697407018, 1.8190097174978577)), ('blue', (0.23116907209807253, 1.138668971156551))), 'pot blue ball into middle_right pocket directly')), Success Rate: 7 / 10 = 0.7
(581, ((('cue', (0.08731312463064923, 0.6737802275926772)), ('yellow', (0.16761175870060493, 0.8733709378612348)), ('blue', (0.06841285871659004, 1.1402803944084718)), ('red', (0.5895788967283933, 0.2748431530837923))), 'pot red ball into bottom_left pocket with a bank shot')), Success Rate: 4 / 10 = 0.4
(7968, ((('cue', (0.6287851526199146, 1.7155018868512386)), ('blue', (0.12033354260320685, 1.7190659457308801)), ('yellow', (0.5495512598818358, 0.3522055615627234)), ('red', (0.33293421872800977, 1.57507843739598))), 'pot red ball into bottom_right pocket indirectly')), Success Rate: 4 / 10 = 0.4
(9261, ((('cue', (0.47114362975198165, 1.2838270880634841)), ('blue', (0.7529204802461078, 1.7912844265551287)), ('yellow', (0.24019328640042656, 1.826623021195407)), ('red', (0.06285754113319963, 0.8914934833788073))), 'pot yellow ball into middle_left pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(11019, ((('cue', (0.19135411926444434, 1.4248133297997267)), ('yellow', (0.5273852446691948, 1.6110332868610449)), ('red', (0.09914785277862997, 1.1031512483366408)), ('blue', (0.13030992824115656, 0.7117158507869057))), 'pot blue ball into top_left pocket indirectly')), Success Rate: 0 / 10 = 0.0
(7405, ((('cue', (0.5616375127880283, 0.6308062780760556)), ('yellow', (0.13310284308273587, 1.4367925218768758)), ('blue', (0.13831227241100733, 0.36341831789686585)), ('red', (0.4835238455172225, 1.7436303090049117))), 'pot red ball into middle_right pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(4035, ((('cue', (0.5960543543263237, 0.042991125934067474)), ('yellow', (0.9447438984759081, 0.3757032340568569)), ('red', (0.6520213867565842, 0.7121361650295086)), ('blue', (0.7770976077376122, 1.7852732101942723))), 'pot red ball into middle_right pocket directly')), Success Rate: 9 / 10 = 0.9
(12137, ((('cue', (0.6061425587747066, 1.4733148730607666)), ('red', (0.1295613641312245, 1.1164545021726802)), ('blue', (0.13355905493252698, 1.6598660915879309)), ('yellow', (0.20551681426323493, 1.0246936080665905))), 'pot blue ball into top_left pocket with a bank shot')), Success Rate: 3 / 10 = 0.3
(7349, ((('cue', (0.47760176995987036, 1.0289641889559182)), ('red', (0.226657910874559, 1.4936037442657528)), ('yellow', (0.4180102809423518, 1.444273008266856)), ('blue', (0.24078255094445578, 0.8931648380827069))), 'pot yellow ball into top_left pocket directly')), Success Rate: 9 / 10 = 0.9
(5447, ((('cue', (0.26421717645335324, 1.798355023281439)), ('yellow', (0.6690161480986998, 1.11360729272759)), ('blue', (0.6334373873785291, 0.7196093332638607)), ('red', (0.4573257885791986, 0.7319434244551638))), 'pot yellow ball into bottom_left pocket indirectly')), Success Rate: 5 / 10 = 0.5
(6633, ((('cue', (0.824761869054971, 1.859720553397891)), ('yellow', (0.5048519618718, 0.6558377718177851)), ('blue', (0.6765429399745038, 0.34707539465091897)), ('red', (0.39061239540641335, 1.7910543456140362))), 'pot red ball into top_left pocket directly')), Success Rate: 9 / 10 = 0.9
(8273, ((('cue', (0.2053303761407536, 1.064692165447274)), ('blue', (0.4192285990970708, 0.18322702108853486)), ('yellow', (0.8074534544330659, 1.2816814282983833)), ('red', (0.328215972577548, 1.9193059265207302))), 'pot red ball into bottom_right pocket indirectly')), Success Rate: 2 / 10 = 0.2
(3803, ((('cue', (0.19398939978542987, 0.3174105342664284)), ('yellow', (0.5238743073779047, 1.482758239499739)), ('red', (0.28195107430241806, 1.9112546370281198)), ('blue', (0.7637647548171758, 0.9730565137360516))), 'pot yellow ball into bottom_left pocket indirectly')), Success Rate: 1 / 10 = 0.1
(11954, ((('cue', (0.38699713474048025, 1.517783907489212)), ('yellow', (0.1682701817508534, 0.9913217697872051)), ('blue', (0.10013016460933732, 1.4155547121038257)), ('red', (0.8598372548080125, 0.725756216066006))), 'pot blue ball into bottom_right pocket with a bank shot')), Success Rate: 4 / 10 = 0.4
(3934, ((('cue', (0.04332138588021812, 1.5693522432117961)), ('yellow', (0.09667309161197982, 0.4596459717604986)), ('blue', (0.4597041718913055, 0.5108179054279282)), ('red', (0.5294192946004824, 0.9717533133354432))), 'pot red ball into top_right pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(413, ((('cue', (0.7079899054103472, 1.4543477172473105)), ('red', (0.7987977945424208, 0.06678390489665878)), ('blue', (0.23580545906243752, 1.4548276914445373)), ('yellow', (0.5606525783158012, 1.8767332937418872))), 'pot blue ball into bottom_left pocket indirectly')), Success Rate: 0 / 10 = 0.0
(12433, ((('cue', (0.8397021282228698, 0.47450416071436863)), ('red', (0.6167741245130628, 1.3531618999866342)), ('blue', (0.8832061156243249, 0.5389673544119169)), ('yellow', (0.9409079147412521, 1.0557445766609022))), 'pot blue ball into bottom_right pocket indirectly')), Success Rate: 0 / 10 = 0.0
(12204, ((('cue', (0.6455305588296445, 0.5434166943423533)), ('red', (0.3226519752796817, 0.7075465842829564)), ('yellow', (0.5694088964193518, 0.28233283172642243)), ('blue', (0.44506017500019857, 1.1231589173094303))), 'pot yellow ball into middle_left pocket with a bank shot')), Success Rate: 2 / 10 = 0.2
(12951, ((('cue', (0.6817392228095629, 1.5567833886845386)), ('yellow', (0.5249244581895507, 0.191943460213395)), ('blue', (0.37664137121444574, 1.9180493364752502)), ('red', (0.33008465762475503, 0.11934035370501318))), 'pot yellow ball into bottom_left pocket indirectly')), Success Rate: 0 / 10 = 0.0
(11259, ((('cue', (0.15907085364375, 0.6365817472656032)), ('yellow', (0.6188748126911684, 0.8312070667075875)), ('blue', (0.40934365690118646, 0.2914679583313682)), ('red', (0.3636670623957927, 0.9918252142007291))), 'pot blue ball into middle_left pocket with a bank shot')), Success Rate: 1 / 10 = 0.1
(776, ((('cue', (0.564804519340518, 1.209600243592289)), ('blue', (0.8280588071057515, 1.5858537737229377)), ('yellow', (0.18221648421453032, 0.6714220651031861)), ('red', (0.13081564057913925, 1.177597998472727))), 'pot red ball into middle_left pocket directly')), Success Rate: 7 / 10 = 0.7
(9646, ((('cue', (0.5365813508881988, 0.6432781454867214)), ('blue', (0.11739788703152024, 0.909882038519411)), ('red', (0.4461600662593842, 1.8478765343849362)), ('yellow', (0.6897204730529144, 0.2562674238935345))), 'pot red ball into bottom_left pocket indirectly')), Success Rate: 0 / 10 = 0.0
(3100, ((('cue', (0.8049504736638388, 1.583781205035831)), ('red', (0.8348306410315742, 0.24354755729316765)), ('blue', (0.8205834858423061, 1.2457188098632324)), ('yellow', (0.8796511390326587, 0.5620142417605625))), 'pot yellow ball into middle_right pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(4870, ((('cue', (0.39882373347544153, 1.1032748198923827)), ('yellow', (0.677883839073696, 0.30391108317460924)), ('blue', (0.9255330109196562, 1.4611315239258917)), ('red', (0.8770063305602245, 1.6594138361087805))), 'pot red ball into bottom_left pocket indirectly')), Success Rate: 1 / 10 = 0.1
(3106, ((('cue', (0.8869352377397848, 0.2896383088849892)), ('red', (0.7416311552936046, 1.8397312056878952)), ('yellow', (0.3761865984079853, 0.6823254653932975)), ('blue', (0.322380894189665, 1.393494091855835))), 'pot blue ball into middle_right pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(11747, ((('cue', (0.5441374644777888, 0.06275432149553262)), ('red', (0.7040730416790106, 1.862889652491019)), ('blue', (0.4571091826603102, 0.6648096090057479)), ('yellow', (0.5222781363678538, 0.727547654121125))), 'pot red ball into bottom_right pocket indirectly')), Success Rate: 0 / 10 = 0.0
(4386, ((('cue', (0.05276823211342049, 0.5793783171910755)), ('yellow', (0.5834994740235298, 1.743869876931671)), ('red', (0.9282472680966634, 1.6657241389883133)), ('blue', (0.7030570222194177, 0.6507183105519925))), 'pot yellow ball into top_left pocket with a bank shot')), Success Rate: 2 / 10 = 0.2
