(12517, ((('cue', (0.42341723804622844, 1.6467973038347226)), ('blue', (0.5945423787537737, 1.2873853619345628)), ('yellow', (0.7444210487653565, 0.48212063936219884)), ('red', (0.09132448343103261, 0.7484127350981361))), 'pot blue ball into bottom_left pocket with a bank shot')), Success: True
(4863, ((('cue', (0.2125928579576225, 1.0618232415456372)), ('blue', (0.04704125185148742, 0.46185187347695056)), ('red', (0.23207747717439703, 0.8545287309830126)), ('yellow', (0.3477874169058659, 1.9344819345355573))), 'pot blue ball into bottom_right pocket with a bank shot')), Success: False
(3556, ((('cue', (0.8466487447023882, 1.596121330303709)), ('red', (0.5292623831033717, 0.7112912875581036)), ('yellow', (0.7540128025034123, 1.1492062079501353)), ('blue', (0.06817298365583474, 1.7007089840896665))), 'pot red ball into middle_right pocket with a bank shot')), Success: False
(1038, ((('cue', (0.7300354825637657, 1.8107518978538677)), ('yellow', (0.90011808697074, 1.5806940756732502)), ('blue', (0.1848085926706966, 1.106566686840045)), ('red', (0.11942722402698387, 0.8569101843509834))), 'pot blue ball into top_left pocket indirectly')), Success: False
(3223, ((('cue', (0.33213434986710455, 0.21789147382286767)), ('yellow', (0.09518694974726354, 0.7858804928718695)), ('red', (0.4431856832294758, 1.2311828130585534)), ('blue', (0.6028012591880284, 1.8128341368207763))), 'pot red ball into top_left pocket directly')), Success: True
(3383, ((('cue', (0.5708193242578113, 1.1950173762598681)), ('red', (0.8056022134228779, 1.1532701083000318)), ('blue', (0.8849549946365709, 0.9874341720957098)), ('yellow', (0.21379446105306932, 0.322649366892084))), 'pot yellow ball into top_right pocket with a bank shot')), Success: True
(4710, ((('cue', (0.21527598877452778, 0.7020642131491782)), ('blue', (0.8073811431186455, 1.73423689793255)), ('yellow', (0.838869327942359, 1.246495237034829)), ('red', (0.33315363548127364, 0.18976865949225213))), 'pot red ball into middle_left pocket with a bank shot')), Success: False
(10806, ((('cue', (0.5158252718065447, 0.24563986624221712)), ('blue', (0.7008354913362254, 1.311871275480979)), ('yellow', (0.17755258213219186, 0.9360110603393065)), ('red', (0.7717618164824914, 0.3666820203252804))), 'pot red ball into bottom_right pocket indirectly')), Success: False
(12611, ((('cue', (0.8190245425139125, 1.4136929970735879)), ('blue', (0.14457146390357378, 0.1695521601640424)), ('yellow', (0.4055521473099136, 1.1470122760497818)), ('red', (0.2666952203668056, 0.7611700235424992))), 'pot yellow ball into bottom_left pocket indirectly')), Success: False
(1881, ((('cue', (0.3403451691049817, 1.6032177417264875)), ('yellow', (0.4765299487171639, 1.5642101279474319)), ('red', (0.8677369823299816, 1.5262900267738944)), ('blue', (0.933643241964202, 1.1772831157852923))), 'pot yellow ball into bottom_right pocket with a bank shot')), Success: True
(8436, ((('cue', (0.7225612826417812, 1.4662239767006802)), ('yellow', (0.2935915787443434, 1.3270792355372887)), ('red', (0.15752579950069334, 0.042881722030507115)), ('blue', (0.5896082797841675, 1.6252944945505272))), 'pot yellow ball into bottom_left pocket indirectly')), Success: False
(4280, ((('cue', (0.16029913762014295, 0.8628842532213602)), ('red', (0.5556949607812905, 1.8194202224586247)), ('blue', (0.3624167864825052, 0.36704261804210503)), ('yellow', (0.16770769088081872, 1.5044696132667468))), 'pot red ball into middle_right pocket with a bank shot')), Success: True
(1517, ((('cue', (0.39290684886321336, 0.41000938825195454)), ('yellow', (0.4720683913364341, 0.9228964790622652)), ('blue', (0.14834401759673826, 0.7497321659732535)), ('red', (0.1837223728204569, 1.9129712968387953))), 'pot blue ball into top_right pocket indirectly')), Success: True
(7929, ((('cue', (0.3771512920532053, 0.4994045547466104)), ('blue', (0.6976767983345796, 0.7463309094229756)), ('red', (0.9322231631206694, 0.6133642511221504)), ('yellow', (0.3477511566733177, 1.901248906355153))), 'pot blue ball into top_right pocket with a bank shot')), Success: True
(9940, ((('cue', (0.7814411123280789, 1.1348146696279955)), ('red', (0.4263211056450935, 0.6471473046869856)), ('blue', (0.5954139129228327, 0.564520613930381)), ('yellow', (0.19817988418312682, 0.7402071221921326))), 'pot yellow ball into middle_left pocket with a bank shot')), Success: False
(9190, ((('cue', (0.5422277440842431, 1.7777788310510505)), ('blue', (0.5149833188164342, 0.6514483030795809)), ('yellow', (0.8359529442184528, 0.39225615378978873)), ('red', (0.6965381453639604, 0.9677404264905795))), 'pot red ball into bottom_right pocket with a bank shot')), Success: False
(8373, ((('cue', (0.6100557923202061, 0.8147987860361048)), ('yellow', (0.9300908759844366, 0.6879309445046488)), ('red', (0.3749694598967217, 1.51380960036332)), ('blue', (0.7061707397819934, 0.509792238222246))), 'pot blue ball into top_left pocket indirectly')), Success: True
(8429, ((('cue', (0.14379267029157475, 1.7446244624150216)), ('red', (0.3472015496774945, 0.6472086325652425)), ('yellow', (0.71924539298702, 0.5816764539618627)), ('blue', (0.8562285284096922, 0.8106804167429663))), 'pot blue ball into top_right pocket with a bank shot')), Success: False
(2445, ((('cue', (0.28173323614125867, 0.7764983262755479)), ('blue', (0.237278880558201, 0.8499810752796582)), ('yellow', (0.25815739705396223, 0.9893013178337832)), ('red', (0.3024587666914257, 0.2244774982417523))), 'pot red ball into middle_right pocket with a bank shot')), Success: False
(5333, ((('cue', (0.2098546189803036, 0.1529056598647976)), ('blue', (0.6071133755266962, 0.7189843745716187)), ('red', (0.5999714581747665, 1.6030341932649834)), ('yellow', (0.7477548220292833, 0.735405541181824))), 'pot blue ball into middle_right pocket directly')), Success: True
(11954, ((('cue', (0.38699713474048025, 1.517783907489212)), ('yellow', (0.1682701817508534, 0.9913217697872051)), ('blue', (0.10013016460933732, 1.4155547121038257)), ('red', (0.8598372548080125, 0.725756216066006))), 'pot blue ball into bottom_right pocket with a bank shot')), Success: True
(1037, ((('cue', (0.3612370841998528, 0.14449404041016176)), ('yellow', (0.8976719675837365, 0.382039098836768)), ('blue', (0.8109189437660049, 0.7662883116151552)), ('red', (0.9079074385080971, 1.5087681660639172))), 'pot yellow ball into middle_right pocket with a bank shot')), Success: False
(793, ((('cue', (0.3121979288401886, 0.7509786877434149)), ('red', (0.9226462513049544, 1.657105211260107)), ('yellow', (0.4757594501818695, 1.7791794318024337)), ('blue', (0.4579875772356986, 0.06968381357275923))), 'pot blue ball into middle_left pocket with a bank shot')), Success: False
(3242, ((('cue', (0.295895118520893, 1.8139345540591039)), ('red', (0.5679802570513025, 1.8260027983647737)), ('yellow', (0.12631257051181277, 1.4635517477076052)), ('blue', (0.3783669231693876, 1.063037454298913))), 'pot yellow ball into bottom_left pocket with a bank shot')), Success: False
(11778, ((('cue', (0.9103449174218502, 1.4144289042111522)), ('red', (0.06393053625719161, 0.29461542177289624)), ('blue', (0.6245338320876209, 0.3880084806919063)), ('yellow', (0.530560671783115, 0.04668402551288901))), 'pot yellow ball into top_right pocket with a bank shot')), Success: False
(7158, ((('cue', (0.08319094913575087, 0.06368034188142124)), ('yellow', (0.18473602637378864, 1.033616188265159)), ('red', (0.9318957726101922, 1.17376652078678)), ('blue', (0.39873286172785594, 0.8663245854102429))), 'pot yellow ball into bottom_left pocket indirectly')), Success: True
(4722, ((('cue', (0.6859540470671149, 0.5351256673649804)), ('red', (0.15149362763977406, 0.3576296064530142)), ('yellow', (0.9142780435869977, 1.8527338740188102)), ('blue', (0.41497000719268196, 1.329632144195416))), 'pot red ball into top_right pocket indirectly')), Success: False
(1236, ((('cue', (0.678750113501207, 0.3289340835413027)), ('red', (0.7346771061407547, 0.93188234958795)), ('blue', (0.8156503904995941, 0.6700320140902745)), ('yellow', (0.3901545205441449, 1.7842856181258417))), 'pot yellow ball into top_left pocket with a bank shot')), Success: True
(1092, ((('cue', (0.9215461971295766, 0.8331550276906743)), ('blue', (0.9094675888323075, 1.3236605655189884)), ('yellow', (0.45013097863319684, 1.295550295966716)), ('red', (0.8649153644239891, 1.8016588761805474))), 'pot blue ball into top_right pocket indirectly')), Success: True
(6166, ((('cue', (0.4339136989916871, 1.5907894415488113)), ('yellow', (0.6644479556646136, 0.38012940771812564)), ('blue', (0.8168482235387712, 0.18532473920255402)), ('red', (0.8426057833297772, 0.670501631117951))), 'pot red ball into middle_left pocket with a bank shot')), Success: True
(5984, ((('cue', (0.7432656650024715, 0.30729175766076877)), ('red', (0.466174646639518, 1.0460007889685559)), ('blue', (0.43682143668939244, 0.48363006927549224)), ('yellow', (0.59120575946685, 0.28244788937181253))), 'pot red ball into top_right pocket with a bank shot')), Success: False
(2114, ((('cue', (0.7515908217787572, 0.36953528422928117)), ('yellow', (0.9315086017060719, 0.41219601820420393)), ('blue', (0.3030375284839606, 0.1054764200810124)), ('red', (0.6895403509938344, 1.01934763593388))), 'pot yellow ball into bottom_left pocket with a bank shot')), Success: False
(3795, ((('cue', (0.7247728690376338, 0.2654136561352618)), ('red', (0.16146029280781968, 0.6082126905183438)), ('blue', (0.2530932940973559, 0.27709455716282083)), ('yellow', (0.49976692158336034, 0.7240580209378892))), 'pot red ball into top_right pocket indirectly')), Success: True
(4345, ((('cue', (0.7639111833121082, 0.477511404856265)), ('blue', (0.6610662709939347, 1.601714845028658)), ('red', (0.1311640179311211, 1.1343622216082547)), ('yellow', (0.618610979504043, 0.2940390635738934))), 'pot yellow ball into bottom_right pocket indirectly')), Success: True
(9343, ((('cue', (0.8881453790348732, 0.12795591835578327)), ('yellow', (0.8478657796749022, 1.8982451125421422)), ('blue', (0.5452332844938347, 1.6313347198517532)), ('red', (0.7801483831532977, 0.4533478585748153))), 'pot blue ball into top_right pocket with a bank shot')), Success: False
(7456, ((('cue', (0.4415411194218406, 1.8752281866617548)), ('red', (0.7923487825145741, 0.9171028542561752)), ('yellow', (0.39930020401261723, 1.1220133156260759)), ('blue', (0.8256161452449201, 1.0755203100936763))), 'pot blue ball into bottom_right pocket indirectly')), Success: False
(10370, ((('cue', (0.23794126360686163, 1.1112848522081238)), ('yellow', (0.643117160206297, 0.11572020866488984)), ('blue', (0.5457113389732395, 1.0644938214305584)), ('red', (0.7881477892110638, 0.9087286457040875))), 'pot red ball into middle_right pocket directly')), Success: True
(5973, ((('cue', (0.563225161062694, 1.4767736586624403)), ('blue', (0.23143844824581544, 0.18660894661955124)), ('yellow', (0.17987756784923106, 1.0463635367952542)), ('red', (0.41979406023520194, 1.2969490149684006))), 'pot yellow ball into bottom_right pocket indirectly')), Success: False
(2095, ((('cue', (0.4251242172102484, 0.7537630303560687)), ('red', (0.23736288330277325, 0.1820071755285663)), ('yellow', (0.4711078476651679, 0.856122212783226)), ('blue', (0.3275284739686031, 0.49688062083745044))), 'pot blue ball into bottom_left pocket indirectly')), Success: True
(10358, ((('cue', (0.3269500172062553, 0.5523949854210571)), ('red', (0.5989225600263796, 0.6380025486442797)), ('yellow', (0.4970218485008838, 0.20255854878708676)), ('blue', (0.5021236956255773, 1.2125979122141661))), 'pot blue ball into bottom_left pocket with a bank shot')), Success: True
(4779, ((('cue', (0.0677047102104809, 1.2489141144571785)), ('yellow', (0.4019883797835653, 1.7052198214966914)), ('red', (0.40748035117644266, 1.9220911604819508)), ('blue', (0.15657616719563008, 0.4964282871353889))), 'pot red ball into bottom_left pocket indirectly')), Success: False
(11990, ((('cue', (0.8947188923615261, 1.0301343434488934)), ('red', (0.21175884423085528, 1.9004815827426258)), ('yellow', (0.43752958127196173, 0.34631117412326995)), ('blue', (0.9208185095018314, 0.9788953292192133))), 'pot red ball into top_left pocket directly')), Success: True
(1079, ((('cue', (0.33428574047259907, 0.45227885218046016)), ('blue', (0.4812111361312401, 1.1115166909517702)), ('red', (0.5996482128125545, 1.4241235293351968)), ('yellow', (0.7746307238443699, 1.8719709245963836))), 'pot blue ball into middle_right pocket with a bank shot')), Success: True
(4032, ((('cue', (0.04417281202713156, 0.2138636015014149)), ('red', (0.7422981726977813, 0.15411148818569786)), ('blue', (0.8001587914103501, 1.4387894482100847)), ('yellow', (0.7713491143834947, 0.7964118023899592))), 'pot yellow ball into middle_left pocket with a bank shot')), Success: True
(12056, ((('cue', (0.24392619990500314, 0.13821052288802194)), ('red', (0.29597449683327437, 0.3095889491503331)), ('blue', (0.36456667513122787, 1.7193183062974777)), ('yellow', (0.19047294377211887, 0.24652250774202097))), 'pot blue ball into top_right pocket indirectly')), Success: False
(6902, ((('cue', (0.8083641357112233, 1.848514461768267)), ('blue', (0.5682428165411608, 1.3597479397598449)), ('yellow', (0.12119208283019328, 0.07704404307284823)), ('red', (0.3627786226923103, 0.49317096260875515))), 'pot blue ball into bottom_left pocket with a bank shot')), Success: True
(8404, ((('cue', (0.49669597562172996, 0.7264082675091763)), ('yellow', (0.17251678456488184, 0.8350624466441001)), ('blue', (0.23454722268409034, 0.11628191298262587)), ('red', (0.0592250350673496, 1.8153086142516222))), 'pot yellow ball into bottom_left pocket indirectly')), Success: False
(9567, ((('cue', (0.7037908437920192, 0.1744692907434455)), ('yellow', (0.23853725023010872, 1.7640680123576569)), ('red', (0.19587580683621428, 0.13368799629008044)), ('blue', (0.6646059814001652, 1.1207872283817724))), 'pot red ball into bottom_left pocket with a bank shot')), Success: True
(12052, ((('cue', (0.30642836858553013, 0.8858747042714017)), ('blue', (0.0954212333579171, 0.3954952681879681)), ('red', (0.9025361245095668, 0.8818864085697327)), ('yellow', (0.9141289824607723, 0.5338776923639141))), 'pot yellow ball into bottom_left pocket with a bank shot')), Success: False
(6897, ((('cue', (0.8709007962757201, 1.0867641565665196)), ('red', (0.7874477303458398, 1.5273267939229735)), ('blue', (0.4046045860531986, 0.3661759264987908)), ('yellow', (0.7962476294115406, 1.6495843104773034))), 'pot blue ball into bottom_right pocket with a bank shot')), Success: True
(10483, ((('cue', (0.9109864475228758, 1.6255552926286654)), ('yellow', (0.8163067163929133, 0.38699131609524895)), ('blue', (0.0883546621805453, 0.9624871937734805)), ('red', (0.5487086908836056, 1.1299455745951161))), 'pot yellow ball into top_right pocket with a bank shot')), Success: False
(1297, ((('cue', (0.544949653492431, 1.8403851864325318)), ('yellow', (0.6215956646232643, 1.003498510829147)), ('blue', (0.4458042783927918, 1.4210773970336175)), ('red', (0.07976553741546623, 0.40901337973969376))), 'pot blue ball into bottom_right pocket indirectly')), Success: True
(8294, ((('cue', (0.10106897410458049, 1.7795785078772517)), ('yellow', (0.9324434077537518, 0.35270942498062563)), ('red', (0.1386992602574345, 0.7549395649803877)), ('blue', (0.4312375639725431, 0.6822001468765669))), 'pot red ball into bottom_left pocket indirectly')), Success: True
(3288, ((('cue', (0.3270464292292775, 1.7538229268246943)), ('blue', (0.08254001106976133, 1.9155715759726955)), ('red', (0.8395162141729318, 0.5207439143314491)), ('yellow', (0.436172489325674, 1.9073822885406404))), 'pot red ball into middle_right pocket with a bank shot')), Success: False
(8702, ((('cue', (0.4244146777471375, 0.5562671406719354)), ('red', (0.7051187648876317, 0.23119563181776845)), ('blue', (0.2580252254262816, 0.4696279568520868)), ('yellow', (0.5515893836719162, 0.28924134652899736))), 'pot red ball into top_right pocket with a bank shot')), Success: False
(4293, ((('cue', (0.322571980990915, 0.9454139735406312)), ('blue', (0.09159500631275128, 1.241788743331493)), ('red', (0.8802583388866266, 0.83567086166143)), ('yellow', (0.5312973266956766, 1.8719898034549305))), 'pot yellow ball into top_right pocket directly')), Success: True
(7956, ((('cue', (0.946621820138662, 0.484233254313885)), ('blue', (0.3068534999475755, 1.7010048675237337)), ('red', (0.3026044364746172, 0.2920038178064749)), ('yellow', (0.3370729020346407, 1.5151355296898468))), 'pot yellow ball into bottom_right pocket with a bank shot')), Success: False
(8219, ((('cue', (0.21357278555860768, 0.9734526604140127)), ('blue', (0.11116430356793545, 1.388628502970655)), ('yellow', (0.6111940469966494, 1.5575422081344754)), ('red', (0.8350052782582157, 0.6572142140111645))), 'pot red ball into bottom_left pocket indirectly')), Success: True
(1950, ((('cue', (0.8385256146838823, 1.6484891924742964)), ('red', (0.507958973416997, 1.0174547782845402)), ('yellow', (0.8482234587693345, 0.7187464098795463)), ('blue', (0.2976534342612569, 1.0968437474235686))), 'pot blue ball into bottom_left pocket with a bank shot')), Success: True
(11810, ((('cue', (0.2519817319362579, 1.2456108460696464)), ('red', (0.08878592915115105, 0.89887752609743)), ('blue', (0.7704385385108503, 0.4651466656093086)), ('yellow', (0.790568740066683, 1.1218692687226555))), 'pot red ball into bottom_right pocket directly')), Success: True
(4906, ((('cue', (0.5453329987828275, 1.0764679442823102)), ('yellow', (0.5480599892329646, 0.4025277943265122)), ('red', (0.8961447224315956, 0.08641275633352441)), ('blue', (0.1476130134425287, 1.886990925208774))), 'pot yellow ball into bottom_right pocket indirectly')), Success: False
(2094, ((('cue', (0.5410405414885456, 1.8288223528143717)), ('blue', (0.7240908462461134, 0.8725423497853376)), ('yellow', (0.5831015973005865, 1.5839700421967746)), ('red', (0.5633707101975114, 0.4445739384096138))), 'pot red ball into top_left pocket with a bank shot')), Success: False
(7720, ((('cue', (0.37847937587266056, 0.4533904073580558)), ('yellow', (0.6392815932120719, 0.7390931384726798)), ('blue', (0.5929495538126567, 0.1917140439793045)), ('red', (0.0565842986963245, 1.6868936281100781))), 'pot red ball into top_left pocket directly')), Success: True
(10939, ((('cue', (0.5243216126844586, 0.3111211805586206)), ('yellow', (0.35028445431535726, 0.057197247497985104)), ('blue', (0.7659284140236123, 0.47652971519017917)), ('red', (0.7345036444839339, 0.9238874207143006))), 'pot blue ball into bottom_left pocket with a bank shot')), Success: True
(12486, ((('cue', (0.9225833118452238, 1.480755123814939)), ('blue', (0.2671303015443102, 1.7251416966550077)), ('yellow', (0.19295783913344755, 0.5152808202684179)), ('red', (0.9164438831026553, 1.5536871392721812))), 'pot yellow ball into top_left pocket with a bank shot')), Success: False
(580, ((('cue', (0.5693777824442091, 0.06187099881981746)), ('blue', (0.674380783459981, 1.925309245009098)), ('yellow', (0.8356274657071516, 0.07671422682451196)), ('red', (0.5080733869383659, 0.34824884812289003))), 'pot red ball into top_right pocket with a bank shot')), Success: True
(8203, ((('cue', (0.048568185486957745, 0.5435816632839479)), ('yellow', (0.08440821456547379, 0.1705779264038785)), ('blue', (0.32273079984040076, 1.0213228078244145)), ('red', (0.12251936130435336, 0.7560422805696785))), 'pot blue ball into top_left pocket indirectly')), Success: True
(4168, ((('cue', (0.6021103824514662, 0.14003189897511792)), ('red', (0.5322024660808286, 1.2079042781848812)), ('blue', (0.3629885355157373, 0.5532470715189249)), ('yellow', (0.0538915942531315, 0.29167438002058266))), 'pot red ball into middle_left pocket with a bank shot')), Success: True
(7116, ((('cue', (0.7622741267512904, 0.9618862965629832)), ('blue', (0.4072783511557362, 0.8351226832595369)), ('yellow', (0.9069643186042138, 1.2567532895035443)), ('red', (0.5819876074859781, 0.34108146491326163))), 'pot yellow ball into middle_right pocket with a bank shot')), Success: False
(8721, ((('cue', (0.7432656650024715, 0.30729175766076877)), ('red', (0.466174646639518, 1.0460007889685559)), ('blue', (0.43682143668939244, 0.48363006927549224)), ('yellow', (0.59120575946685, 0.28244788937181253))), 'pot blue ball into top_right pocket with a bank shot')), Success: True
(6030, ((('cue', (0.06070216406848955, 0.46515775671917203)), ('red', (0.385968140060443, 1.5044755564128585)), ('blue', (0.3160385089898342, 1.2479455124491905)), ('yellow', (0.9268426754864367, 1.0966120362922338))), 'pot yellow ball into middle_left pocket indirectly')), Success: True
(2144, ((('cue', (0.6842427952104101, 0.3609720870474953)), ('yellow', (0.23148155247612068, 1.7243112477227214)), ('red', (0.6038428560454093, 1.9076448469452547)), ('blue', (0.6307898894748548, 1.2126123213916884))), 'pot blue ball into top_left pocket with a bank shot')), Success: False
(2017, ((('cue', (0.44678817012365946, 0.7985191216962289)), ('red', (0.6331656291431963, 0.7541527425740836)), ('blue', (0.43845406561446854, 1.8418084872950928)), ('yellow', (0.5163603504402675, 0.6628595457287947))), 'pot blue ball into top_right pocket with a bank shot')), Success: True
(339, ((('cue', (0.7087270753799894, 1.4058656541377905)), ('yellow', (0.174244956323112, 1.8121430760658288)), ('red', (0.08580456360976862, 1.4736588142218041)), ('blue', (0.7984141742627074, 0.5684885993028871))), 'pot yellow ball into bottom_right pocket indirectly')), Success: True
(11223, ((('cue', (0.4602468321410047, 1.4408480990073467)), ('blue', (0.6289717435461473, 0.10494478408169289)), ('red', (0.9005981033526771, 1.3258229780843356)), ('yellow', (0.30035352072980015, 1.2539511700405783))), 'pot red ball into middle_left pocket indirectly')), Success: True
(3601, ((('cue', (0.5809588933789556, 1.2994023014490252)), ('red', (0.48031843018930953, 0.366661597961772)), ('yellow', (0.3315293706553867, 1.0430790184793859)), ('blue', (0.36674537918348293, 0.11692299532474186))), 'pot yellow ball into bottom_right pocket with a bank shot')), Success: True
(297, ((('cue', (0.3015043244334876, 0.5205908658827182)), ('yellow', (0.64604961007243, 1.433691897563672)), ('blue', (0.6270567833195764, 0.9601869174130502)), ('red', (0.06421042920471956, 1.3939470892339283))), 'pot blue ball into top_left pocket indirectly')), Success: True
(6741, ((('cue', (0.8004363756146282, 1.7596924619743888)), ('blue', (0.5030766080145121, 1.8217125071569695)), ('yellow', (0.7648053083284035, 0.7183754143873619)), ('red', (0.27207015322169736, 0.1918296942184937))), 'pot blue ball into middle_left pocket with a bank shot')), Success: True
(1355, ((('cue', (0.5528674865993064, 0.7674980026538154)), ('blue', (0.05709571126885912, 1.4830699387883188)), ('yellow', (0.8880874532574519, 1.155199539988891)), ('red', (0.897121848907497, 1.7954852611640768))), 'pot red ball into top_right pocket with a bank shot')), Success: True
(2516, ((('cue', (0.9022674486404515, 1.5871586719915765)), ('blue', (0.19763951827230222, 1.9107952560729238)), ('yellow', (0.6834700639967126, 1.5447004051180726)), ('red', (0.1836323448664151, 0.8234174919818442))), 'pot blue ball into bottom_left pocket indirectly')), Success: False
(2818, ((('cue', (0.17342565493581488, 1.4663462118378432)), ('red', (0.6231620840746304, 1.7076000602928947)), ('blue', (0.9158212355377925, 1.342410937181439)), ('yellow', (0.5248643112417134, 0.20879890853291988))), 'pot blue ball into top_left pocket indirectly')), Success: True
(12512, ((('cue', (0.36769767536842135, 1.2776832294471234)), ('red', (0.5958770769584512, 0.45979684770158435)), ('yellow', (0.22220885937874912, 0.3629267022810603)), ('blue', (0.5814251282558534, 0.9845802776144579))), 'pot yellow ball into bottom_left pocket with a bank shot')), Success: True
(1306, ((('cue', (0.5514035697285422, 0.2670302096213495)), ('yellow', (0.9286347728760648, 1.566286633392918)), ('red', (0.4543089358572866, 1.4343896069298145)), ('blue', (0.6269805725806696, 0.7284754942987801))), 'pot yellow ball into top_right pocket indirectly')), Success: True
(3476, ((('cue', (0.22755966345224338, 0.3470203821788238)), ('blue', (0.42126579212040494, 1.6345070913041244)), ('red', (0.8021630078698135, 0.5776002086164937)), ('yellow', (0.8438751855368501, 1.3302069233191272))), 'pot yellow ball into bottom_left pocket indirectly')), Success: False
(12422, ((('cue', (0.7278399736207455, 0.4191202680281221)), ('red', (0.12191202675274562, 0.140041561763107)), ('yellow', (0.12654144180143545, 1.3644085230687304)), ('blue', (0.3537020026440232, 0.4584673874286156))), 'pot yellow ball into bottom_right pocket with a bank shot')), Success: False
(4751, ((('cue', (0.9296262876794286, 1.9352799249234636)), ('yellow', (0.36335329524556637, 1.9180692359644576)), ('red', (0.24137196510078826, 1.5866518183748772)), ('blue', (0.9263985230792167, 0.8618180086196565))), 'pot yellow ball into bottom_left pocket indirectly')), Success: False
