(('cue ball', (0.607227924427877, 0.3639508342770152)), ('purple', (0.7466241744812925, 1.7356740293138002)), ('blue', (0.12957429539285503, 0.9657499888490775)))
(('cue ball', (0.39909447536998005, 0.2585814718549561)), ('yellow', (0.820252603758309, 0.8081982852201237)), ('maroon', (0.738071368571169, 0.8261729277393446)))
(('cue ball', (0.29739353095399396, 1.2983720982157372)), ('yellow', (0.6393094400832003, 0.05296531137749895)), ('maroon', (0.5920059926810197, 1.8555496477785427)))
(('cue ball', (0.22787386671511847, 1.9122485565819283)), ('green', (0.8981738765678614, 1.213606147385384)), ('yellow', (0.548982913107323, 1.6135917330541825)))
(('cue ball', (0.8674130906787164, 1.065362762983395)), ('maroon', (0.759939779269691, 1.7081504052682221)), ('purple', (0.8907469499328095, 1.6507649432361031)))
(('cue ball', (0.6145903261710792, 0.5685454483605168)), ('black', (0.48652009483860814, 0.051335752531099024)), ('green', (0.21316970901894397, 1.2872851214741814)))
(('cue ball', (0.10382797348485885, 1.273130272969817)), ('green', (0.8971915010064951, 0.14250649449605055)), ('purple', (0.255327939073881, 1.7155056649511593)))
(('cue ball', (0.17321560861552152, 0.6221076027133703)), ('red', (0.4778893316709709, 1.6297251310315566)), ('green', (0.04594498716780706, 1.5907177485711734)))
(('cue ball', (0.8797846264986992, 1.6804169027661915)), ('red', (0.13034364684731783, 1.8283335035690196)), ('black', (0.8793245831377126, 1.1360604526717404)))
(('cue ball', (0.146922889694178, 1.5038294651060367)), ('yellow', (0.20947714698372064, 0.06964248777039105)), ('green', (0.7210662485526936, 0.7457124925969046)))
(('cue ball', (0.6475580383058902, 0.45131522829113024)), ('maroon', (0.6492125736273291, 1.409707817872889)), ('red', (0.9597942608957835, 1.732755990969131)))
(('cue ball', (0.6805374464082815, 1.8954971990913843)), ('red', (0.15613351903596365, 0.6632888609265544)), ('purple', (0.8329642309592938, 0.30521376055681415)))
(('cue ball', (0.5270487488858733, 0.8384713394521637)), ('maroon', (0.2535400802432356, 1.7515397656130847)), ('blue', (0.6613188461473904, 0.572379770272088)))
(('cue ball', (0.38811849024457007, 1.6285851538256602)), ('black', (0.6633384706834979, 1.0919107531191208)), ('green', (0.5521463222558249, 0.355880979318247)))
(('cue ball', (0.11045714877788779, 0.1735854695527715)), ('maroon', (0.4586292662436335, 0.27733740064713663)), ('purple', (0.8949838587061455, 0.9306195655999229)))
(('cue ball', (0.4381485644425691, 0.916269249593508)), ('purple', (0.6945615824396473, 0.6569449959746801)), ('orange', (0.9528269992548973, 0.6342073455109749)))
(('cue ball', (0.2564904079241805, 1.6417540758149882)), ('green', (0.6447880573209944, 0.6619521872443339)), ('purple', (0.07863279462927447, 0.4440588594089688)))
(('cue ball', (0.23765616727691774, 0.2697913026402557)), ('green', (0.4456534354202956, 0.16497938709621487)), ('orange', (0.8140861372228323, 1.83840034997986)))
(('cue ball', (0.21464157373643586, 0.2854544374746528)), ('red', (0.33345776780814806, 0.6681004248567503)), ('purple', (0.872493088789286, 1.7777899947436155)))
(('cue ball', (0.7415732949157939, 1.5506538112964408)), ('purple', (0.26635188368688667, 1.1535599958092444)), ('yellow', (0.905094202454811, 1.7434198425011938)))
(('cue ball', (0.7544803508669621, 1.3284940511389431)), ('maroon', (0.1539972997372473, 0.03322414921274004)), ('blue', (0.042705478700344954, 0.3926644061044956)))
(('cue ball', (0.8345457174773403, 0.9826145060654805)), ('black', (0.6732468268344398, 1.0944340662277356)), ('purple', (0.2375966921341636, 0.24717291692145918)))
(('cue ball', (0.7986548574149099, 0.21346287346033288)), ('orange', (0.654072522236307, 1.0937944113943385)), ('green', (0.2023096801577206, 0.40188909126030453)))
(('cue ball', (0.6363995026771646, 1.4707461401732431)), ('purple', (0.08492708822294151, 1.89318421670053)), ('black', (0.3899772256093399, 0.49686869620305435)))
(('cue ball', (0.20167717409113803, 0.15512462401769347)), ('blue', (0.734633609930266, 1.0125718465455973)), ('red', (0.31002044308985865, 0.5418839983341808)))
(('cue ball', (0.07118855879746064, 0.5198353921488246)), ('black', (0.3070806412697232, 0.37962850911188706)), ('yellow', (0.8767090278333085, 0.9675799778002677)))
(('cue ball', (0.2562144787003206, 1.38688575059017)), ('blue', (0.8971686756827725, 0.4827115336386311)), ('orange', (0.30643599412489336, 1.7401198459637475)))
(('cue ball', (0.7330213724607275, 1.894829484298066)), ('yellow', (0.9179732975410653, 0.7077336263929089)), ('black', (0.04478329224671118, 1.2461039398968403)))
(('cue ball', (0.7361162167625451, 0.2752199527092472)), ('blue', (0.5130025511350689, 0.4665192956345846)), ('black', (0.36710783395975194, 1.7164556631910068)))
(('cue ball', (0.042935732733900764, 1.3979572275204588)), ('yellow', (0.3824576797600232, 0.8266887243033152)), ('maroon', (0.03425163640643576, 1.531435497137238)))
(('cue ball', (0.445721623641347, 1.2776865003878637)), ('orange', (0.7239402941923051, 1.4670592192034846)), ('maroon', (0.09445923100163499, 1.399343497999612)))
(('cue ball', (0.062474806108119216, 0.49849672256597577)), ('green', (0.31002045037917064, 1.2221855404170807)), ('red', (0.2953913099636861, 1.2999254987723672)))
(('cue ball', (0.3858556820211834, 0.4484526341465284)), ('purple', (0.7353422191251328, 1.7568283421882185)), ('black', (0.12265627021691537, 0.4052118228158082)))
(('cue ball', (0.5710139338771266, 1.6962016150477919)), ('purple', (0.46992515973916854, 1.7654203376385948)), ('red', (0.9585061578845268, 1.3596741942139106)))
(('cue ball', (0.39326275686529455, 0.8367375292614264)), ('purple', (0.415608649686471, 1.7121299084876251)), ('red', (0.14961825650058028, 0.7247837544555393)))
(('cue ball', (0.040354491312922104, 1.5973677604439351)), ('green', (0.45547728963099643, 0.9653378269909724)), ('yellow', (0.5213699861830272, 1.2762146709541506)))
(('cue ball', (0.5531419722111224, 0.4113113038557161)), ('maroon', (0.907224969352044, 0.6885603843451252)), ('yellow', (0.3576600023103456, 0.13432607288285742)))
(('cue ball', (0.538286723048091, 0.6277125211412654)), ('orange', (0.4828580151241504, 0.8988000152679545)), ('red', (0.20280093804029733, 1.0146783033094473)))
(('cue ball', (0.5406682748997994, 0.31143561443115375)), ('blue', (0.3704247359857923, 1.7619206172996804)), ('purple', (0.8799246401928564, 1.3761543127384874)))
(('cue ball', (0.11439331035858298, 1.0540422203388014)), ('orange', (0.68878313967758, 0.21601273222101738)), ('purple', (0.7319013404287531, 1.068271813414678)))
(('cue ball', (0.13255591511852974, 1.9426772631639928)), ('maroon', (0.4203620617062045, 0.23830546868802813)), ('yellow', (0.029376946917356792, 0.2518790699549624)))
(('cue ball', (0.10066797118203114, 1.2958391277893677)), ('orange', (0.20205170730518132, 1.0068978889928701)), ('yellow', (0.4385299119709059, 0.7614482925445508)))
(('cue ball', (0.8846095607131559, 1.4565697529505561)), ('maroon', (0.34638908867532264, 1.2688657155350465)), ('black', (0.5483978884086342, 1.3543775986923303)))
(('cue ball', (0.8041333038678402, 0.6010063823468125)), ('green', (0.09944864759744249, 0.9524779882424494)), ('maroon', (0.8899544707332887, 1.7970799536002307)))
(('cue ball', (0.4111043303723668, 0.19178985993972936)), ('blue', (0.28049514407777415, 0.6100821778877044)), ('red', (0.7279218786587089, 0.8449393048483755)))
(('cue ball', (0.049972874477123966, 0.48285490395641906)), ('black', (0.7914295886653722, 1.511567359517204)), ('yellow', (0.12010407741987861, 0.5081648023965336)))
(('cue ball', (0.6329255811457662, 0.9400002041368561)), ('orange', (0.7843301737243347, 1.5595334161360315)), ('purple', (0.9347711640135067, 0.8626940691330635)))
(('cue ball', (0.26863233387326185, 1.4384352884386344)), ('black', (0.7840722938740619, 1.0027466163153171)), ('green', (0.39437944876702996, 0.07353539641171329)))
(('cue ball', (0.4524350228776462, 0.25287248736519014)), ('black', (0.6200496218412245, 0.3698384755232596)), ('orange', (0.9215159973601081, 0.12016518420445185)))
(('cue ball', (0.8286856136901228, 1.5758536468281839)), ('maroon', (0.6810012165810803, 1.7006903017995274)), ('yellow', (0.32696920674490326, 0.5394147204903355)))
(('cue ball', (0.6768619417228651, 1.8409538080771484)), ('blue', (0.22130292268694662, 1.6632329493358264)), ('yellow', (0.3476668552106463, 1.9433619701011136)))
(('cue ball', (0.8176722623543812, 1.4622048841996418)), ('maroon', (0.6450964220706304, 0.789770049874615)), ('yellow', (0.7481321604478804, 1.3638064344565821)))
(('cue ball', (0.28356739304018724, 0.5797655056643739)), ('purple', (0.6485430046023426, 0.5448500737887211)), ('blue', (0.1404022753909093, 0.27824074953317596)))
(('cue ball', (0.21950659997981184, 0.877556617025525)), ('green', (0.20903434758833936, 0.3412364718018091)), ('blue', (0.9205809040441005, 1.9446143304132795)))
(('cue ball', (0.5146173137417775, 1.2474252615697452)), ('green', (0.6486731476780572, 1.8542397547774454)), ('yellow', (0.5974557676847134, 0.7151185880975602)))
(('cue ball', (0.7861909750445031, 1.3542487949836197)), ('orange', (0.8411915426439593, 1.5853385622819216)), ('black', (0.331483149023834, 1.2342225862194365)))
(('cue ball', (0.7491433366197057, 0.9215107121839278)), ('purple', (0.3010155035633134, 1.1279462670092508)), ('orange', (0.6654647932636949, 1.2446157854230155)))
(('cue ball', (0.3890526183951652, 0.9220748650656583)), ('maroon', (0.36740051645939364, 0.8033209325117151)), ('orange', (0.7062651600780812, 0.5368340766121682)))
(('cue ball', (0.2451030955639853, 1.1147312602876736)), ('green', (0.13594603753440188, 1.7763792834160579)), ('blue', (0.1334933922119484, 0.7689727788310581)))
(('cue ball', (0.4013528552404376, 0.04769448795497149)), ('green', (0.15490452486027126, 0.5794476005958838)), ('maroon', (0.2357410631323282, 0.9393507986301405)))
(('cue ball', (0.10724530322140638, 0.4211065728546469)), ('orange', (0.18433324828162165, 1.508066259586419)), ('green', (0.13935929614505363, 1.777374268160941)))
(('cue ball', (0.4248790883038217, 1.8961457020445667)), ('purple', (0.3339250806870305, 1.4327905372236274)), ('yellow', (0.043260614409197255, 1.4642728463881516)))
(('cue ball', (0.17288707588951832, 1.3637546673332783)), ('maroon', (0.6038108287726671, 0.49904375368108717)), ('orange', (0.2189644385481682, 1.2744305123687505)))
(('cue ball', (0.22092880255039393, 0.8894997215961217)), ('black', (0.9503667740972384, 0.37499014614670023)), ('maroon', (0.09385235235167881, 1.191215381693595)))
(('cue ball', (0.47863375827838595, 1.107228194262745)), ('black', (0.8793206226129966, 1.0102016034703505)), ('blue', (0.2641514764673285, 1.6710908506346256)))
(('cue ball', (0.6930101031016019, 0.811114458543471)), ('red', (0.47046808503207355, 1.3062474051378463)), ('black', (0.8100917994233122, 0.31689093369374877)))
(('cue ball', (0.7486720492759577, 0.2971355252308407)), ('black', (0.034637576901690136, 0.2571883828245768)), ('purple', (0.16007673080064594, 0.8681820467272715)))
(('cue ball', (0.8567950825374526, 1.5471120193760235)), ('maroon', (0.6544735962601589, 1.697400570695683)), ('blue', (0.4847935798824098, 1.859811391776824)))
(('cue ball', (0.06749202519446859, 1.1793199326407002)), ('green', (0.32753894938236283, 1.611296135619523)), ('black', (0.2579660744371675, 0.8335919591080714)))
(('cue ball', (0.8344734278668399, 0.4678832755798348)), ('orange', (0.3195951287871121, 1.1288158585203119)), ('maroon', (0.5833837050890245, 1.289496284227267)))
(('cue ball', (0.07773060620078909, 0.8059164691206054)), ('orange', (0.2830486308859799, 1.6589987790974767)), ('red', (0.43912528063409895, 1.8841216297954946)))
(('cue ball', (0.03981145276149802, 1.2226511928583312)), ('maroon', (0.11744087547473532, 0.7501673894122315)), ('blue', (0.09814409516607175, 1.2840817174853167)))
(('cue ball', (0.6454760100079935, 1.0096142854238195)), ('purple', (0.29320830748202514, 1.7068562596703534)), ('blue', (0.36754649219718816, 0.296621580079834)))
(('cue ball', (0.23670630457475095, 1.59963684458409)), ('yellow', (0.3094310377919166, 1.339021022733598)), ('orange', (0.750442193160327, 0.7848741218460918)))
(('cue ball', (0.8676740418603974, 1.6391266419538981)), ('black', (0.14531077967215958, 1.1339469728366318)), ('blue', (0.6891499106999779, 0.8844301843172502)))
(('cue ball', (0.5234868463772394, 1.851882519111446)), ('red', (0.5547012186448765, 0.7852276859214185)), ('yellow', (0.2680435216311574, 1.4715213528543354)))
(('cue ball', (0.4429052176103585, 0.25837629805244383)), ('yellow', (0.11875434468691312, 1.1390165638772796)), ('blue', (0.20437112409594718, 0.9419448913094999)))
(('cue ball', (0.8379678394613334, 0.5166596743552411)), ('red', (0.8357344015365573, 0.3681201685233285)), ('orange', (0.3969105551923885, 0.03305495577480723)))
(('cue ball', (0.26035135236883994, 1.1388194254937973)), ('purple', (0.6428421237812129, 0.19112480090948866)), ('red', (0.5188050769912315, 1.5322323267808569)))
(('cue ball', (0.6526952666035577, 1.4520470083050532)), ('maroon', (0.26773890268459005, 0.20240241759233157)), ('black', (0.8546440277026722, 1.1829044726903242)))
(('cue ball', (0.5701506830317333, 0.4368460713652745)), ('black', (0.6246408567064843, 1.2994139312336377)), ('blue', (0.608444245646183, 0.17230279454201627)))
(('cue ball', (0.3475766706500944, 0.21639795829018055)), ('green', (0.7041011503723489, 0.5391116639874415)), ('maroon', (0.17289274579998265, 1.8579412311785721)))
(('cue ball', (0.4997386073482311, 1.8373185343217653)), ('purple', (0.5599711093299211, 0.35318597903447063)), ('red', (0.2162043825049238, 1.4931808379300777)))
(('cue ball', (0.040103451559242415, 0.3303151374393571)), ('orange', (0.18343094043803201, 0.9608085915214)), ('red', (0.7751312426803335, 0.7713910718632936)))
(('cue ball', (0.7721033685793497, 0.19715792316044853)), ('purple', (0.5292474761932251, 1.5255875709331497)), ('yellow', (0.8039101076024658, 0.3893941055984616)))
(('cue ball', (0.3593093791302112, 1.796111849623842)), ('yellow', (0.15661315367914297, 1.5739915968091234)), ('orange', (0.09800571925932523, 0.7331388055140285)))
(('cue ball', (0.24676515822380954, 1.451904605015787)), ('orange', (0.604875892551772, 1.7594620302532065)), ('yellow', (0.24036545024713718, 1.9298755317435605)))
(('cue ball', (0.0866526586582956, 0.3322258377878548)), ('red', (0.2505767749662638, 1.3237850892447007)), ('yellow', (0.22229988883564689, 1.7918147735090242)))
(('cue ball', (0.5926157700862557, 0.9988893651254687)), ('yellow', (0.43835904952600313, 1.8464682739923823)), ('maroon', (0.43435665012380753, 1.4366816177372008)))
(('cue ball', (0.22217360636215647, 0.5610633365614707)), ('maroon', (0.43974381665952567, 0.7733746442685927)), ('purple', (0.5219242211033019, 0.8071602134867809)))
(('cue ball', (0.8639607744855173, 1.5532047402717106)), ('blue', (0.46486062350465435, 1.4322953854037777)), ('yellow', (0.2652604139598189, 0.6917096256078723)))
(('cue ball', (0.19491529260848545, 0.22083778674037569)), ('green', (0.48094700491274106, 0.932317190395082)), ('black', (0.23409600900370023, 0.9572744085098982)))
(('cue ball', (0.096401734216001, 1.6996393917122563)), ('red', (0.7922765450466022, 1.1087926013757479)), ('yellow', (0.040976983215537985, 0.7724992278769315)))
(('cue ball', (0.2382128278899934, 0.9293606852886945)), ('red', (0.7259706670382751, 1.09636466569301)), ('yellow', (0.5149103947178226, 0.5335669086481946)))
(('cue ball', (0.7470258676050698, 1.9008437814142949)), ('black', (0.5850680406885302, 1.4774794164684404)), ('yellow', (0.8231684048597494, 1.5968631807380878)))
(('cue ball', (0.7529392995348213, 0.9363965179168413)), ('orange', (0.33838615781093107, 0.9096558167338056)), ('maroon', (0.7564476914840818, 1.5900827323312972)))
(('cue ball', (0.46314861306594746, 1.9099348778540113)), ('orange', (0.029147773232300594, 1.0534763925951187)), ('green', (0.18995436884144917, 1.9084492418464232)))
(('cue ball', (0.94528299011956, 0.7568711892214919)), ('maroon', (0.8167355444551968, 0.10409430495514747)), ('blue', (0.5033756409704001, 1.5617748724402685)))
(('cue ball', (0.6113727059206314, 0.47186810081487784)), ('maroon', (0.6466675391153509, 0.932052922687515)), ('purple', (0.5317238053776349, 1.4203631565554788)))
(('cue ball', (0.740733566577397, 0.749544834251898)), ('blue', (0.5075148107596267, 1.5574190785516115)), ('red', (0.055720747238278884, 0.5720198075673434)))
(('cue ball', (0.496646437705815, 0.4164505026144522)), ('blue', (0.34252461449310645, 1.4298906177008626)), ('green', (0.08904026331179843, 1.5363049807730143)))
(('cue ball', (0.04654921344385775, 1.4085905993113979)), ('purple', (0.23674616341000984, 1.9052578189429903)), ('red', (0.11501684361425213, 0.6508276959857876)))
(('cue ball', (0.7553940194076675, 0.9603911826801208)), ('green', (0.12222578473509974, 1.8245905739640251)), ('black', (0.4718701877417991, 0.9274790215415143)))
(('cue ball', (0.632986546978785, 0.7984630924088819)), ('orange', (0.30343434268659725, 1.2533943519329387)), ('red', (0.11384021407401056, 1.7227729623157115)))
(('cue ball', (0.24782138459251452, 1.5507854942367787)), ('green', (0.17027520250859496, 1.310494807030341)), ('purple', (0.6827623261738659, 1.4566909984889633)))
(('cue ball', (0.5032567956141327, 1.6683913815309122)), ('blue', (0.7427963594655274, 0.8082520163261925)), ('purple', (0.31729689627848096, 0.46235715114817116)))
(('cue ball', (0.8713870766260658, 1.5917850102526503)), ('purple', (0.3982385727619835, 0.8803299275217634)), ('maroon', (0.746559256156119, 1.8808192599425224)))
(('cue ball', (0.9355671962355027, 1.175155995364473)), ('yellow', (0.8201958793324392, 0.40871442669834596)), ('green', (0.8724248101590012, 1.2563636195696586)))
(('cue ball', (0.772424922205506, 0.503522728701183)), ('blue', (0.2708120604742358, 0.6731634278877175)), ('orange', (0.16486735136923247, 1.8794508712192661)))
(('cue ball', (0.620044938943212, 0.7961381390697775)), ('black', (0.3865448308325349, 1.0710403373813093)), ('green', (0.3605920487137737, 0.8510083448830541)))
(('cue ball', (0.4758339770120881, 0.5281943628029032)), ('red', (0.8182434005962975, 0.5844944690587142)), ('black', (0.4043669239766152, 1.6742919085682761)))
(('cue ball', (0.5770979332379714, 0.5033453721942398)), ('purple', (0.2140690130955862, 0.11934592036096066)), ('red', (0.31377403955720073, 1.8576533676024465)))
(('cue ball', (0.29091469135440395, 0.2790089492154889)), ('orange', (0.11722238630048401, 1.8906223734675034)), ('yellow', (0.9130559093423958, 0.3538392266474553)))
(('cue ball', (0.38406531570798286, 0.254236720217747)), ('black', (0.8675487561098154, 1.7212887018187533)), ('orange', (0.13271388953488697, 1.6522104110247025)))
(('cue ball', (0.7080103435843716, 1.167632898993255)), ('maroon', (0.7679650705085445, 0.8704917121365667)), ('purple', (0.4375291230762204, 0.8074355126587401)))
(('cue ball', (0.8287824970315043, 0.09077132486756435)), ('green', (0.8843895941520056, 0.18505236004560463)), ('black', (0.5961662338736272, 1.1975571198986752)))
(('cue ball', (0.7903237095958102, 0.35257235211504495)), ('maroon', (0.4375150280344509, 1.8948097663853534)), ('red', (0.5470707456282019, 1.513501173975795)))
(('cue ball', (0.5605942781597627, 0.19277214011601757)), ('orange', (0.4066712214612738, 0.505260330615596)), ('blue', (0.40065900012794303, 0.6098388041135514)))
(('cue ball', (0.47984706200825733, 1.6967298344533168)), ('yellow', (0.5291797072058668, 1.7358030197908707)), ('maroon', (0.8545923239581448, 1.5417057015241074)))
(('cue ball', (0.1513048644713192, 0.35642553918127046)), ('yellow', (0.6669189790432626, 1.683235396567515)), ('maroon', (0.6626633496312542, 0.9460349026426341)))
(('cue ball', (0.08019925984873934, 0.9548984334595555)), ('green', (0.6410507637720118, 1.6904315957362424)), ('purple', (0.7131425542874805, 0.4011850685122453)))
(('cue ball', (0.7659878772558064, 1.4889108831126436)), ('red', (0.5228973931260971, 0.06917902900586942)), ('green', (0.8997559022869507, 1.4266633716907602)))
(('cue ball', (0.4411794228952546, 1.0128536177175218)), ('red', (0.8646617422891546, 1.4323082104702594)), ('blue', (0.07327775023663365, 1.8353479664441366)))
(('cue ball', (0.9246932115288795, 1.8978287177271669)), ('yellow', (0.20377946577551748, 0.5501983362158167)), ('red', (0.5473385701307201, 0.48768319740313687)))
(('cue ball', (0.4461250572944721, 1.2454664975769463)), ('blue', (0.1241168644255413, 1.2637782278311696)), ('red', (0.09886580599140188, 0.24282286657548274)))
(('cue ball', (0.4111041620854098, 0.07385962881181526)), ('purple', (0.8737158310744099, 0.1796010982261893)), ('orange', (0.5961056068270444, 0.5498909372315317)))
(('cue ball', (0.29453575594385484, 1.585778102164733)), ('black', (0.80248515123994, 1.1958822044384823)), ('blue', (0.5907162601449445, 1.5084967048493747)))
(('cue ball', (0.03340848661772782, 0.322921955400943)), ('black', (0.12845210713932043, 0.5145563136135755)), ('red', (0.7495202545900703, 1.3412286369366047)))
(('cue ball', (0.3652388140166021, 0.3711298950695261)), ('blue', (0.08094372357087952, 1.2628322140912234)), ('purple', (0.314039211180871, 1.8481186249071748)))
(('cue ball', (0.03432038169848631, 1.019402128222907)), ('yellow', (0.6466964373391462, 0.18938144401910187)), ('purple', (0.29660677342632796, 0.9326256419256798)))
(('cue ball', (0.22707116425978074, 1.5095580306680627)), ('yellow', (0.11126994266741472, 1.5243080385437522)), ('purple', (0.7212259300210655, 1.0313273163887968)))
(('cue ball', (0.24824695690411858, 0.9581075959501045)), ('black', (0.6140583075949679, 1.2983582040438708)), ('orange', (0.9198083609774553, 0.44515083281755796)))
(('cue ball', (0.6159247893819233, 0.4274971746851257)), ('green', (0.37826300734211216, 1.252404277889984)), ('yellow', (0.39733801790525364, 0.8880151339232469)))
(('cue ball', (0.8682286264212193, 0.6722495587215072)), ('blue', (0.17661430904682898, 0.5113376085012613)), ('maroon', (0.8333845279397141, 1.1241698964193376)))
(('cue ball', (0.6988972378766876, 1.0075441104304175)), ('green', (0.19973819315959165, 0.04537084922251217)), ('black', (0.1759678245832119, 1.220339646978302)))
(('cue ball', (0.3866654289061054, 1.5809001898329447)), ('yellow', (0.2278173745286252, 1.7938943806424108)), ('maroon', (0.7601969106260883, 0.539042740207862)))
(('cue ball', (0.7213695216048638, 1.201516227143405)), ('green', (0.44697567727442905, 1.3802409019135835)), ('maroon', (0.8674149900260689, 0.09470781325578388)))
(('cue ball', (0.2136853150833917, 0.38336493638476776)), ('purple', (0.3511156951424115, 0.8772848334814305)), ('blue', (0.24376534922927381, 0.703383988876187)))
(('cue ball', (0.7485385094564988, 0.14489791483245723)), ('purple', (0.8969167557737446, 0.2809388422844848)), ('green', (0.03028749518705372, 1.3229978407233918)))
(('cue ball', (0.09256637647366452, 1.3179800642600232)), ('maroon', (0.3630530341955797, 1.9460527318819028)), ('green', (0.8936246487779793, 0.9851893498762139)))
(('cue ball', (0.5071866647409712, 1.2538503070656148)), ('purple', (0.9448936667744762, 1.7782036919324635)), ('yellow', (0.907784769494922, 1.6745161341819614)))
(('cue ball', (0.8082484823733216, 0.9496965433660416)), ('blue', (0.8709907148896784, 1.2961591654878044)), ('yellow', (0.8904712557369031, 0.1728650315317373)))
(('cue ball', (0.45453466256867525, 0.8725275237902718)), ('orange', (0.2170056421788269, 1.3228641258343714)), ('yellow', (0.06872473412493219, 1.0531174266525951)))
(('cue ball', (0.09610554257335094, 0.9440768851131065)), ('black', (0.08028616031616675, 1.7929904279332392)), ('yellow', (0.21512027573545506, 1.2362452851502592)))
(('cue ball', (0.8235041467566327, 1.0770603541352515)), ('red', (0.9176569098971669, 0.6514016567601173)), ('green', (0.8330175658319554, 1.7087240664218548)))
(('cue ball', (0.8338564822743948, 1.701385951484831)), ('blue', (0.2512986889070859, 0.6697185128943007)), ('black', (0.8903482113550908, 1.4541967256116586)))
(('cue ball', (0.8279197464139864, 1.8475217092248901)), ('purple', (0.7766583726800218, 1.14160318283963)), ('red', (0.26873224304152094, 0.905297469056374)))
(('cue ball', (0.689570750632989, 0.731218176801614)), ('blue', (0.8228540299309136, 1.0143049192096187)), ('purple', (0.6477892285366155, 0.0649610177077093)))
(('cue ball', (0.03472265648291094, 1.4385163848088156)), ('blue', (0.10571367157775616, 1.2918355334550768)), ('purple', (0.8405171143835461, 1.5078748470339547)))
(('cue ball', (0.3616824956238375, 0.6673014596398834)), ('red', (0.07365034251762953, 0.5486482763558239)), ('blue', (0.18024247908305574, 0.3092420015780298)))
(('cue ball', (0.06853162370090377, 0.033825397218917065)), ('green', (0.4746090306284472, 0.07113549328139981)), ('maroon', (0.796949099144427, 1.1011051452816971)))
(('cue ball', (0.49967347422848807, 1.1829187977970357)), ('blue', (0.7888463925339393, 0.7160379847138024)), ('yellow', (0.42832633363071476, 0.6182791635539826)))
(('cue ball', (0.05641427243676665, 1.0836074031966592)), ('purple', (0.7644591849047817, 1.269773338852663)), ('black', (0.7650603728390605, 1.8944145501460758)))
(('cue ball', (0.32182949116171633, 0.47297412009212925)), ('black', (0.22306966893038516, 0.47995419685986096)), ('blue', (0.8959045327687858, 1.499180066853259)))
(('cue ball', (0.6332585073754206, 0.6830811484954774)), ('maroon', (0.7787551303803416, 0.20973052760110614)), ('green', (0.11825182177759272, 0.0939322122267961)))
(('cue ball', (0.22087167927813375, 1.0387954890131448)), ('red', (0.6934979963937359, 0.1411198492218513)), ('orange', (0.19103597505017877, 0.3461017530697881)))
(('cue ball', (0.12759976986150917, 0.050517961950389906)), ('green', (0.16791941699321994, 1.0762564654223823)), ('yellow', (0.29109737443485306, 0.8258878906028498)))
(('cue ball', (0.870647351947174, 1.0667282692369837)), ('maroon', (0.24585182748150172, 1.3763160640947985)), ('green', (0.9378084834030436, 0.9996980815176493)))
(('cue ball', (0.4247697985744295, 0.7455361772486634)), ('orange', (0.5105034673441482, 1.5718849745391346)), ('yellow', (0.3477455628582012, 0.8029572798433301)))
(('cue ball', (0.8658449770466694, 0.7546257427197155)), ('red', (0.2531744263394872, 1.5199544282635513)), ('black', (0.18170661796454365, 1.2657960793450311)))
(('cue ball', (0.5839941212468808, 0.43465331371128807)), ('orange', (0.2513175911428959, 0.9507449675082282)), ('maroon', (0.661975968415467, 0.39563249983010707)))
(('cue ball', (0.8940314089415163, 1.7871284940536896)), ('black', (0.19917068229386026, 1.1861526336227453)), ('blue', (0.38617024773650704, 0.6491328538580429)))
(('cue ball', (0.5697944313930218, 0.09095824513435323)), ('blue', (0.5813395388947985, 0.3303575076826602)), ('purple', (0.5201065461083543, 0.632591540306347)))
(('cue ball', (0.7983101521861191, 0.4563066515806214)), ('orange', (0.10229158285284606, 0.9654510552794364)), ('green', (0.30293262245719177, 1.589263971901036)))
(('cue ball', (0.10191782229381464, 1.8276955166782942)), ('purple', (0.37139227559001114, 0.8168686854804432)), ('maroon', (0.09862649293028766, 1.0900916627373072)))
(('cue ball', (0.7196113857804468, 1.3962345100193436)), ('yellow', (0.5956963471527621, 0.11555561043203004)), ('blue', (0.1292980051658343, 0.1701109220545415)))
(('cue ball', (0.4812150604295692, 1.6508099160939964)), ('maroon', (0.7369044825088997, 1.550245916071602)), ('yellow', (0.6212014584138694, 0.6994583733315026)))
(('cue ball', (0.50434543604076, 1.1887483742785419)), ('orange', (0.3290510328686881, 1.7473402033095995)), ('red', (0.6110745392144794, 0.9304887173784342)))
(('cue ball', (0.888935703078805, 1.2294030014448054)), ('blue', (0.3282618575380403, 1.621535259677311)), ('orange', (0.7131827479469139, 1.5651685038223369)))
(('cue ball', (0.7314213126545059, 0.715379601028017)), ('red', (0.7587671717492475, 1.6847843514966494)), ('yellow', (0.6059659126621562, 1.1043845809422272)))
(('cue ball', (0.6490333292406546, 0.6096853616356777)), ('red', (0.28974219205527835, 1.7835388233816856)), ('blue', (0.6250825302072393, 1.2731075541380072)))
(('cue ball', (0.38466492979431394, 1.5459103025306988)), ('black', (0.8434642773585551, 0.9045772804019414)), ('blue', (0.1549484405172989, 1.1751814926006265)))
(('cue ball', (0.759924303817694, 1.7268702731799976)), ('purple', (0.8664899091110766, 0.21749297080724772)), ('green', (0.32790101539741145, 0.12076529569705807)))
(('cue ball', (0.6116275986102429, 1.0133195694697872)), ('yellow', (0.5380741598152097, 0.5255181214620878)), ('blue', (0.5460369489492676, 1.5207732843169823)))
